D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_05_867.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_05_867.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_05_867.jpg,0,1,0,54.02428
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_05_959.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_05_959.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_05_959.jpg,0,1,0,54.21786
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_06_028.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_06_028.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_06_028.jpg,0,1,0,54.3334
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_06_103.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_06_103.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_06_103.jpg,-0.1,1,0,54.48271
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_06_175.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_06_175.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_06_175.jpg,-0.3,1,0,54.56694
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_06_256.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_06_256.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_06_256.jpg,-0.0810522,1,0,54.70158
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_06_344.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_06_344.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_06_344.jpg,0,1,0,54.85249
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_06_432.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_06_432.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_06_432.jpg,0,1,0,55.00293
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_06_525.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_06_525.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_06_525.jpg,0,1,0,55.19
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_06_622.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_06_622.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_06_622.jpg,0,1,0,55.37564
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_06_719.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_06_719.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_06_719.jpg,0,1,0,55.5599
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_06_803.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_06_803.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_06_803.jpg,0,1,0,55.70638
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_06_892.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_06_892.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_06_892.jpg,0,1,0,55.85207
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_06_979.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_06_979.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_06_979.jpg,0,1,0,56.03312
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_07_068.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_07_068.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_07_068.jpg,0,1,0,56.17713
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_07_157.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_07_157.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_07_157.jpg,0,1,0,56.35607
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_07_250.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_07_250.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_07_250.jpg,0,1,0,56.49838
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_07_340.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_07_340.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_07_340.jpg,0,1,0,56.67509
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_07_436.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_07_436.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_07_436.jpg,0,1,0,56.85066
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_07_520.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_07_520.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_07_520.jpg,0,1,0,56.99181
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_07_606.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_07_606.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_07_606.jpg,0.2,1,0,57.10822
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_07_692.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_07_692.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_07_692.jpg,0.003822312,1,0,57.22829
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_07_785.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_07_785.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_07_785.jpg,0,1,0,57.39792
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_07_869.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_07_869.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_07_869.jpg,0,1,0,57.53382
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_07_952.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_07_952.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_07_952.jpg,0,1,0,57.6693
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_08_031.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_08_031.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_08_031.jpg,-0.2,1,0,57.78146
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_08_099.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_08_099.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_08_099.jpg,-0.1967313,1,0,57.84747
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_08_187.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_08_187.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_08_187.jpg,0,1,0,57.97856
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_08_268.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_08_268.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_08_268.jpg,0,1,0,58.11095
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_08_352.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_08_352.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_08_352.jpg,0,1,0,58.24345
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_08_435.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_08_435.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_08_435.jpg,0,1,0,58.4084
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_08_511.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_08_511.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_08_511.jpg,0,1,0,58.50684
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_08_588.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_08_588.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_08_588.jpg,0,1,0,58.63741
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_08_667.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_08_667.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_08_667.jpg,0,1,0,58.76722
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_08_744.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_08_744.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_08_744.jpg,-0.2,1,0,58.87031
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_08_819.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_08_819.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_08_819.jpg,-0.2930685,1,0,58.89593
D:\a\self-driving-car-sim\data\IMG\center_2020_06_03_16_00_08_899.jpg,D:\a\self-driving-car-sim\data\IMG\left_2020_06_03_16_00_08_899.jpg,D:\a\self-driving-car-sim\data\IMG\right_2020_06_03_16_00_08_899.jpg,-0.04806573,1,0,59.01031
